,channel_1,channel_2,commenter_1,commenter_2,overlap,ratio_1,ratio_2
11566,개인팟,요니Yony,116,53,0,0.0,0.0
11567,개인팟,요들맨,116,34,0,0.0,0.0
11568,개인팟,요들장전,116,8,0,0.0,0.0
11569,개인팟,용주TV,116,35,0,0.0,0.0
11570,개인팟,우에하라아리,116,63,0,0.0,0.0
11571,개인팟,우주최강올라프,116,908,3,0.02586206896551724,0.003303964757709251
11572,개인팟,욱쓰맨 Youtube,116,1185,8,0.06896551724137931,0.006751054852320675
11573,개인팟,울부짖는마오카이,116,143,1,0.008620689655172414,0.006993006993006993
11574,개인팟,웅영이 TV,116,194,2,0.017241379310344827,0.010309278350515464
11575,개인팟,웅플,116,51,1,0.008620689655172414,0.0196078431372549
11576,개인팟,워누사,116,177,2,0.017241379310344827,0.011299435028248588
11577,개인팟,워윅의황제,116,9,0,0.0,0.0
11578,개인팟,원딜러 준비준비,116,20,0,0.0,0.0
11579,개인팟,원핸드,116,125,1,0.008620689655172414,0.008
11580,개인팟,위대한석상youtube,116,10,0,0.0,0.0
11581,개인팟,위즐링,116,60,0,0.0,0.0
11582,개인팟,유매드브로,116,62,0,0.0,0.0
11583,개인팟,유틸서폿유찬이,116,654,6,0.05172413793103448,0.009174311926605505
11584,개인팟,윤귀중,116,90,1,0.008620689655172414,0.011111111111111112
11585,개인팟,율드댕tv,116,267,1,0.008620689655172414,0.003745318352059925
11586,개인팟,으댜다,116,290,3,0.02586206896551724,0.010344827586206896
11587,개인팟,이렐리아만합니다,116,90,0,0.0,0.0
11588,개인팟,이서니,116,117,1,0.008620689655172414,0.008547008547008548
11589,개인팟,이석현,116,145,1,0.008620689655172414,0.006896551724137931
11590,개인팟,이석희,116,723,5,0.04310344827586207,0.006915629322268326
11591,개인팟,이성진TV,116,284,2,0.017241379310344827,0.007042253521126761
11592,개인팟,이야공,116,171,2,0.017241379310344827,0.011695906432748537
11593,개인팟,이해석 - [썩계],116,177,0,0.0,0.0
11594,개인팟,익산누누,116,31,0,0.0,0.0
11595,개인팟,인간젤리,116,90,1,0.008620689655172414,0.011111111111111112
11596,개인팟,인섹 유튜브 [inSec tube],116,141,0,0.0,0.0
11597,개인팟,재넌Jaenune,116,157,1,0.008620689655172414,0.006369426751592357
11598,개인팟,잭스병자TV,116,39,0,0.0,0.0
11599,개인팟,전민혁,116,18,0,0.0,0.0
11600,개인팟,정글모데 정글잘해,116,66,1,0.008620689655172414,0.015151515151515152
11601,개인팟,정글선생 진영준,116,37,1,0.008620689655172414,0.02702702702702703
11602,개인팟,정블린,116,205,3,0.02586206896551724,0.014634146341463415
11603,개인팟,정재호입니다,116,17,1,0.008620689655172414,0.058823529411764705
11604,개인팟,정점파이크유튜브,116,60,0,0.0,0.0
11605,개인팟,정캐재리,116,98,1,0.008620689655172414,0.01020408163265306
11606,개인팟,제로거TV,116,104,0,0.0,0.0
11607,개인팟,조디악,116,67,1,0.008620689655172414,0.014925373134328358
11608,개인팟,조통닥,116,532,2,0.017241379310344827,0.0037593984962406013
11609,개인팟,졸귀탱사이온TV,116,69,2,0.017241379310344827,0.028985507246376812
11610,개인팟,좀비 클레드,116,58,0,0.0,0.0
11611,개인팟,종 학,116,38,1,0.008620689655172414,0.02631578947368421
11612,개인팟,종이조류,116,98,1,0.008620689655172414,0.01020408163265306
11613,개인팟,종탁이,116,0,0,0.0,
11614,개인팟,죠아,116,275,1,0.008620689655172414,0.0036363636363636364
11615,개인팟,주유갓tv,116,238,1,0.008620689655172414,0.004201680672268907
11616,개인팟,주화고대,116,20,1,0.008620689655172414,0.05
11617,개인팟,준말론,116,93,1,0.008620689655172414,0.010752688172043012
11618,개인팟,준밧드,116,0,0,0.0,
11619,개인팟,즈려 Z RYEO,116,50,0,0.0,0.0
11620,개인팟,지골몬,116,129,1,0.008620689655172414,0.007751937984496124
11621,개인팟,직이라,116,155,2,0.017241379310344827,0.012903225806451613
11622,개인팟,진그리롤,116,78,0,0.0,0.0
11623,개인팟,진짜 가렌 Real Garen,116,78,0,0.0,0.0
11624,개인팟,질리언질리없지,116,16,0,0.0,0.0
11625,개인팟,짜룽,116,16,0,0.0,0.0
11626,개인팟,쭌파카,116,129,3,0.02586206896551724,0.023255813953488372
11627,개인팟,찬르Youtube,116,337,3,0.02586206896551724,0.008902077151335312
11628,개인팟,채만준,116,15,0,0.0,0.0
11629,개인팟,챌린저 미드김홍주,116,58,1,0.008620689655172414,0.017241379310344827
11630,개인팟,챌린저 정글블루리쉬,116,707,4,0.034482758620689655,0.005657708628005658
11631,개인팟,천꽃,116,230,1,0.008620689655172414,0.004347826086956522
11632,개인팟,철이럼블,116,33,0,0.0,0.0
11633,개인팟,첫눈꿈,116,247,2,0.017241379310344827,0.008097165991902834
11634,개인팟,최후의 전사,116,152,1,0.008620689655172414,0.006578947368421052
11635,개인팟,충장,116,55,0,0.0,0.0
11636,개인팟,카냐TV,116,0,0,0.0,
11637,개인팟,칼픽가렌,116,138,3,0.02586206896551724,0.021739130434782608
11638,개인팟,캐인유튜브,116,61,1,0.008620689655172414,0.01639344262295082
11639,개인팟,캡틴모르가나,116,408,2,0.017241379310344827,0.004901960784313725
11640,개인팟,캡틴피터,116,23,0,0.0,0.0
11641,개인팟,캬일,116,173,1,0.008620689655172414,0.005780346820809248
11642,개인팟,코크유튜브,116,116,1,0.008620689655172414,0.008620689655172414
11643,개인팟,코태(Kotae),116,120,1,0.008620689655172414,0.008333333333333333
11644,개인팟,콘플,116,355,1,0.008620689655172414,0.0028169014084507044
11645,개인팟,콤보용,116,150,1,0.008620689655172414,0.006666666666666667
11646,개인팟,쿠앙TV LOL유투버,116,685,4,0.034482758620689655,0.00583941605839416
11647,개인팟,퀸블미,116,18,0,0.0,0.0
11648,개인팟,크림몬TV_CreamMon Kat,116,0,0,0.0,
11649,개인팟,크캣,116,139,1,0.008620689655172414,0.007194244604316547
11650,개인팟,클라스 TV,116,109,1,0.008620689655172414,0.009174311926605505
11651,개인팟,클레드탑신병,116,75,1,0.008620689655172414,0.013333333333333334
11652,개인팟,클레이clay,116,8,0,0.0,0.0
11653,개인팟,클킹,116,624,4,0.034482758620689655,0.00641025641025641
11654,개인팟,킬폭,116,61,0,0.0,0.0
11655,개인팟,탐 신,116,170,0,0.0,0.0
11656,개인팟,탑속사,116,61,2,0.017241379310344827,0.03278688524590164
11657,개인팟,탑솔러 최재우,116,19,0,0.0,0.0
11658,개인팟,탑트신 TV,116,0,0,0.0,
11659,개인팟,텅숏,116,198,2,0.017241379310344827,0.010101010101010102
11660,개인팟,텔론,116,2,0,0.0,0.0
11661,개인팟,트강준,116,1354,5,0.04310344827586207,0.003692762186115214
11662,개인팟,트린장로,116,88,0,0.0,0.0
11663,개인팟,트페는 런닝왕,116,102,1,0.008620689655172414,0.00980392156862745
11664,개인팟,트페는 원딜이다,116,28,0,0.0,0.0
11665,개인팟,티아모티모 Youtube,116,39,0,0.0,0.0
11666,개인팟,파고 Phago,116,12,0,0.0,0.0
11667,개인팟,판창인생김판테,116,124,1,0.008620689655172414,0.008064516129032258
11668,개인팟,팻맨,116,258,2,0.017241379310344827,0.007751937984496124
11669,개인팟,페이즈킬러,116,6,0,0.0,0.0
11670,개인팟,포베,116,139,0,0.0,0.0
11671,개인팟,풋온,116,144,0,0.0,0.0
11672,개인팟,프라샤,116,562,2,0.017241379310344827,0.0035587188612099642
11673,개인팟,프레이 TV,116,128,0,0.0,0.0
11674,개인팟,프로즌케이,116,511,2,0.017241379310344827,0.003913894324853229
11675,개인팟,프잔나,116,1,0,0.0,0.0
11676,개인팟,프제짱,116,24,0,0.0,0.0
11677,개인팟,플루토,116,252,5,0.04310344827586207,0.01984126984126984
11678,개인팟,피넛TV,116,268,1,0.008620689655172414,0.0037313432835820895
11679,개인팟,피닉스박,116,148,0,0.0,0.0
11680,개인팟,필이TV,116,303,3,0.02586206896551724,0.009900990099009901
11681,개인팟,핏빛계약,116,283,5,0.04310344827586207,0.0176678445229682
11682,개인팟,항심,116,45,1,0.008620689655172414,0.022222222222222223
11683,개인팟,해강고원딜,116,233,3,0.02586206896551724,0.012875536480686695
11684,개인팟,해녹YouTube,116,100,1,0.008620689655172414,0.01
11685,개인팟,해물파전TV,116,28,0,0.0,0.0
11686,개인팟,현금술,116,279,1,0.008620689655172414,0.0035842293906810036
11687,개인팟,현솔,116,112,0,0.0,0.0
11688,개인팟,호진,116,703,3,0.02586206896551724,0.004267425320056899
11689,개인팟,호희Hohee Kayle,116,209,0,0.0,0.0
11690,개인팟,홍르,116,52,0,0.0,0.0
11691,개인팟,희성,116,266,1,0.008620689655172414,0.0037593984962406013
11692,개죽이,갱승제로,270,0,0,0.0,
11693,개죽이,거남TV,270,137,5,0.018518518518518517,0.0364963503649635
11694,개죽이,견 인TV,270,16,1,0.003703703703703704,0.0625
11695,개죽이,견백Gyeon100,270,19,1,0.003703703703703704,0.05263157894736842
11696,개죽이,견제견제,270,392,4,0.014814814814814815,0.01020408163265306
11697,개죽이,고뇌 [Gotube],270,92,2,0.007407407407407408,0.021739130434782608
11698,개죽이,곰 하는 남자,270,804,10,0.037037037037037035,0.012437810945273632
11699,개죽이,공사현장TV,270,49,4,0.014814814814814815,0.08163265306122448
11700,개죽이,괴물쥐 유튜브,270,147,5,0.018518518518518517,0.034013605442176874
11701,개죽이,교율유튜브,270,1205,14,0.05185185185185185,0.011618257261410789
11702,개죽이,군밤갓,270,172,3,0.011111111111111112,0.01744186046511628
11703,개죽이,궁튜브GoongTube,270,56,1,0.003703703703703704,0.017857142857142856
11704,개죽이,귀배,270,107,4,0.014814814814814815,0.037383177570093455
11705,개죽이,그네샤코,270,225,3,0.011111111111111112,0.013333333333333334
11706,개죽이,그바,270,2,1,0.003703703703703704,0.5
11707,개죽이,글쟁이개랑,270,0,0,0.0,
11708,개죽이,금똥왁왁,270,76,2,0.007407407407407408,0.02631578947368421
11709,개죽이,금명상,270,427,9,0.03333333333333333,0.02107728337236534
11710,개죽이,기논,270,1117,14,0.05185185185185185,0.012533572068039392
11711,개죽이,김데데,270,0,0,0.0,
11712,개죽이,김때수,270,645,7,0.025925925925925925,0.010852713178294573
11713,개죽이,김똘빈,270,0,0,0.0,
11714,개죽이,김리븐,270,117,3,0.011111111111111112,0.02564102564102564
11715,개죽이,김망치 / Upgrade,270,1277,10,0.037037037037037035,0.007830853563038372
11716,개죽이,김소중,270,143,3,0.011111111111111112,0.02097902097902098
11717,개죽이,김재혁TV [트린다미어 장인랭킹 1등],270,0,0,0.0,
11718,개죽이,까부작GGATUBE,270,83,2,0.007407407407407408,0.024096385542168676
11719,개죽이,깻잎한장Challenger,270,74,2,0.007407407407407408,0.02702702702702703
11720,개죽이,꼬르Youtube,270,126,3,0.011111111111111112,0.023809523809523808
11721,개죽이,꼬수TV,270,2,1,0.003703703703703704,0.5
11722,개죽이,꾸락지,270,17,2,0.007407407407407408,0.11764705882352941
11723,개죽이,꾸르,270,71,4,0.014814814814814815,0.056338028169014086
11724,개죽이,꾹시,270,139,4,0.014814814814814815,0.02877697841726619
11725,개죽이,꿀꺽,270,34,2,0.007407407407407408,0.058823529411764705
11726,개죽이,꿀탱탱,270,85,3,0.011111111111111112,0.03529411764705882
11727,개죽이,날콤,270,626,9,0.03333333333333333,0.01437699680511182
11728,개죽이,"남구미호, 탑세주 장인랭킹1위 영상 강의",270,90,1,0.003703703703703704,0.011111111111111112
11729,개죽이,남부정 Nam Bu Jeong,270,57,3,0.011111111111111112,0.05263157894736842
11730,개죽이,노아TV,270,74,2,0.007407407407407408,0.02702702702702703
11731,개죽이,농림부장관,270,15,1,0.003703703703703704,0.06666666666666667
11732,개죽이,눈가루TV,270,0,0,0.0,
11733,개죽이,눈이내리는동네,270,205,4,0.014814814814814815,0.01951219512195122
11734,개죽이,다리킹갓성현,270,102,0,0.0,0.0
11735,개죽이,단순 DanSoon [ 단검에순보 ],270,152,4,0.014814814814814815,0.02631578947368421
11736,개죽이,담백한종훈이,270,102,5,0.018518518518518517,0.049019607843137254
11737,개죽이,대게Youtube,270,144,5,0.018518518518518517,0.034722222222222224
11738,개죽이,대붕이,270,106,2,0.007407407407407408,0.018867924528301886
11739,개죽이,더문,270,0,0,0.0,
11740,개죽이,덤 모,270,99,3,0.011111111111111112,0.030303030303030304
11741,개죽이,돌카사,270,49,0,0.0,0.0
11742,개죽이,딩거는 세체딩,270,25,1,0.003703703703703704,0.04
11743,개죽이,딩신TV,270,67,2,0.007407407407407408,0.029850746268656716
11744,개죽이,땅우양,270,54,0,0.0,0.0
11745,개죽이,떡호떡,270,471,11,0.040740740740740744,0.02335456475583864
11746,개죽이,똘킹,270,176,2,0.007407407407407408,0.011363636363636364
11747,개죽이,똥그랩,270,1162,9,0.03333333333333333,0.00774526678141136
11748,개죽이,뜨샤,270,148,3,0.011111111111111112,0.02027027027027027
11749,개죽이,띵띵태TV,270,77,1,0.003703703703703704,0.012987012987012988
11750,개죽이,람머르기니,270,92,2,0.007407407407407408,0.021739130434782608
11751,개죽이,럼블장인 강밍고,270,4,1,0.003703703703703704,0.25
11752,개죽이,레고77,270,11,1,0.003703703703703704,0.09090909090909091
11753,개죽이,레드판다,270,142,1,0.003703703703703704,0.007042253521126761
11754,개죽이,레오나는레모나,270,58,1,0.003703703703703704,0.017241379310344827
11755,개죽이,레조트 TV,270,20,1,0.003703703703703704,0.05
11756,개죽이,렝 황,270,196,4,0.014814814814814815,0.02040816326530612
11757,개죽이,롤노인TV,270,197,4,0.014814814814814815,0.02030456852791878
11758,개죽이,롤에낀선바,270,8,1,0.003703703703703704,0.125
11759,개죽이,롤장인,270,713,6,0.022222222222222223,0.008415147265077139
11760,개죽이,롤채널개태구,270,1,1,0.003703703703703704,1.0
11761,개죽이,루크윤,270,36,1,0.003703703703703704,0.027777777777777776
11762,개죽이,릉빵이 유튜브 [LEUNGTUBE],270,148,8,0.02962962962962963,0.05405405405405406
11763,개죽이,리그오브레전드 권진현 유튜브,270,0,0,0.0,
11764,개죽이,린드 GreenMond,270,455,7,0.025925925925925925,0.015384615384615385
11765,개죽이,막내현진,270,0,0,0.0,
11766,개죽이,맛나는꼬꼬,270,160,3,0.011111111111111112,0.01875
11767,개죽이,먹짱켄치TV,270,252,5,0.018518518518518517,0.01984126984126984
11768,개죽이,명조이,270,8,1,0.003703703703703704,0.125
11769,개죽이,문타 MoonTa,270,131,3,0.011111111111111112,0.022900763358778626
11770,개죽이,물다이아,270,128,3,0.011111111111111112,0.0234375
11771,개죽이,미과직msziggs,270,168,7,0.025925925925925925,0.041666666666666664
11772,개죽이,미니언고립,270,17,1,0.003703703703703704,0.058823529411764705
11773,개죽이,미스포츈외길인생,270,19,0,0.0,0.0
11774,개죽이,미토 유튜브,270,93,1,0.003703703703703704,0.010752688172043012
11775,개죽이,미포남,270,215,7,0.025925925925925925,0.03255813953488372
11776,개죽이,민드븐,270,155,6,0.022222222222222223,0.03870967741935484
11777,개죽이,민식박,270,0,0,0.0,
11778,개죽이,바이장인 김빠이,270,295,6,0.022222222222222223,0.020338983050847456
11779,개죽이,박남희,270,74,2,0.007407407407407408,0.02702702702702703
11780,개죽이,발__젭,270,124,3,0.011111111111111112,0.024193548387096774
11781,개죽이,밤송이,270,1181,16,0.05925925925925926,0.013547840812870448
11782,개죽이,방귀대장 신지드,270,85,2,0.007407407407407408,0.023529411764705882
11783,개죽이,백크 Baekk,270,14,1,0.003703703703703704,0.07142857142857142
11784,개죽이,베라스,270,1296,17,0.06296296296296296,0.013117283950617283
11785,개죽이,베타 Beta,270,93,2,0.007407407407407408,0.021505376344086023
11786,개죽이,벤타,270,2,0,0.0,0.0
11787,개죽이,병찬이구른다,270,387,7,0.025925925925925925,0.01808785529715762
11788,개죽이,봉추tv,270,359,10,0.037037037037037035,0.027855153203342618
11789,개죽이,부멘 Bumen,270,32,2,0.007407407407407408,0.0625
11790,개죽이,북백남,270,946,11,0.040740740740740744,0.011627906976744186
11791,개죽이,불남TV,270,24,1,0.003703703703703704,0.041666666666666664
11792,개죽이,블개,270,105,2,0.007407407407407408,0.01904761904761905
11793,개죽이,빵재애오,270,912,12,0.044444444444444446,0.013157894736842105
11794,개죽이,쁘장,270,128,3,0.011111111111111112,0.0234375
11795,개죽이,사이온원챔,270,9,1,0.003703703703703704,0.1111111111111111
11796,개죽이,산딕TV,270,17,1,0.003703703703703704,0.058823529411764705
11797,개죽이,살보YouTube,270,91,2,0.007407407407407408,0.02197802197802198
11798,개죽이,새루 유튜브/SaeRu YouTube,270,134,1,0.003703703703703704,0.007462686567164179
11799,개죽이,샌드박스 세레니티[Sandbox Serenity],270,494,7,0.025925925925925925,0.01417004048582996
11800,개죽이,샤코왕,270,25,2,0.007407407407407408,0.08
11801,개죽이,샤코장인 코시,270,77,2,0.007407407407407408,0.025974025974025976
11802,개죽이,서준석,270,402,4,0.014814814814814815,0.009950248756218905
11803,개죽이,서포터 라콩,270,178,3,0.011111111111111112,0.016853932584269662
11804,개죽이,서포터 성훈[ LoL Sup Youtube ],270,21,1,0.003703703703703704,0.047619047619047616
11805,개죽이,서포터초아,270,0,0,0.0,
11806,개죽이,선마TV,270,93,5,0.018518518518518517,0.053763440860215055
11807,개죽이,세르델TV,270,56,1,0.003703703703703704,0.017857142857142856
11808,개죽이,세체뽀,270,120,2,0.007407407407407408,0.016666666666666666
11809,개죽이,소나선생YouTube,270,293,6,0.022222222222222223,0.020477815699658702
11810,개죽이,소라튜브SoraTube,270,14,1,0.003703703703703704,0.07142857142857142
11811,개죽이,소로,270,168,4,0.014814814814814815,0.023809523809523808
11812,개죽이,소미라,270,272,2,0.007407407407407408,0.007352941176470588
11813,개죽이,솔다Youtube,270,53,1,0.003703703703703704,0.018867924528301886
11814,개죽이,송화양 TV,270,148,3,0.011111111111111112,0.02027027027027027
11815,개죽이,수노공TV,270,20,0,0.0,0.0
11816,개죽이,수찬,270,21,2,0.007407407407407408,0.09523809523809523
11817,개죽이,순규박,270,386,4,0.014814814814814815,0.010362694300518135
11818,개죽이,쉔붕이,270,136,2,0.007407407407407408,0.014705882352941176
11819,개죽이,슈퍼갱이 SUPERGANGY //탈리야 장인 랭킹 1위,270,64,1,0.003703703703703704,0.015625
11820,개죽이,스간TV,270,23,1,0.003703703703703704,0.043478260869565216
11821,개죽이,스카너맘,270,645,8,0.02962962962962963,0.012403100775193798
11822,개죽이,스팔탄- 몰왕검판테온,270,7,1,0.003703703703703704,0.14285714285714285
11823,개죽이,시간의 숲,270,240,4,0.014814814814814815,0.016666666666666666
11824,개죽이,시야다,270,275,4,0.014814814814814815,0.014545454545454545
11825,개죽이,시월챌가 렝가장인,270,83,2,0.007407407407407408,0.024096385542168676
11826,개죽이,시크릿웨폰,270,0,0,0.0,
11827,개죽이,신버니 [뉴메타 서포터채널],270,29,3,0.011111111111111112,0.10344827586206896
11828,개죽이,신세YouTube,270,70,4,0.014814814814814815,0.05714285714285714
11829,개죽이,신지드장인 넙적이,270,0,0,0.0,
11830,개죽이,신지드한우물,270,88,2,0.007407407407407408,0.022727272727272728
11831,개죽이,쌀튜브 Thal YouTube,270,5,1,0.003703703703703704,0.2
11832,개죽이,쏘핫트,270,189,3,0.011111111111111112,0.015873015873015872
11833,개죽이,쓰리컨드,270,54,1,0.003703703703703704,0.018518518518518517
11834,개죽이,쓸마,270,210,4,0.014814814814814815,0.01904761904761905
11835,개죽이,씨르멍,270,90,2,0.007407407407407408,0.022222222222222223
11836,개죽이,아라드,270,131,4,0.014814814814814815,0.030534351145038167
11837,개죽이,아라미누나,270,138,3,0.011111111111111112,0.021739130434782608
11838,개죽이,아무무장인 땅꾸넝 league of legends,270,136,3,0.011111111111111112,0.022058823529411766
11839,개죽이,아무무장인_미노미노,270,54,1,0.003703703703703704,0.018518518518518517
11840,개죽이,아슬라YouTube,270,32,2,0.007407407407407408,0.0625
11841,개죽이,악시,270,8,1,0.003703703703703704,0.125
11842,개죽이,알파카TV,270,211,4,0.014814814814814815,0.018957345971563982
11843,개죽이,애디,270,629,8,0.02962962962962963,0.012718600953895072
11844,개죽이,애쉬TV,270,271,5,0.018518518518518517,0.01845018450184502
11845,개죽이,앰비션 유튜브 [AMTUBE],270,13,1,0.003703703703703704,0.07692307692307693
11846,개죽이,양여명,270,1330,16,0.05925925925925926,0.012030075187969926
11847,개죽이,어니우기,270,117,1,0.003703703703703704,0.008547008547008548
11848,개죽이,엄졸렬,270,340,2,0.007407407407407408,0.0058823529411764705
11849,개죽이,에반스,270,12,1,0.003703703703703704,0.08333333333333333
11850,개죽이,에프람,270,78,0,0.0,0.0
11851,개죽이,엑조Ekzo,270,163,3,0.011111111111111112,0.018404907975460124
11852,개죽이,엔마유튜브,270,16,1,0.003703703703703704,0.0625
11853,개죽이,여왕럭스,270,728,9,0.03333333333333333,0.012362637362637362
11854,개죽이,여우비,270,152,5,0.018518518518518517,0.03289473684210526
11855,개죽이,연산동나미TV [서폿만 한우물],270,117,3,0.011111111111111112,0.02564102564102564
11856,개죽이,오공갓,270,86,3,0.011111111111111112,0.03488372093023256
11857,개죽이,오대관.Ohdaegwan,270,58,1,0.003703703703703704,0.017241379310344827
11858,개죽이,오리아나장인박부박,270,81,1,0.003703703703703704,0.012345679012345678
11859,개죽이,오천만,270,37,1,0.003703703703703704,0.02702702702702703
11860,개죽이,오피피,270,185,3,0.011111111111111112,0.016216216216216217
11861,개죽이,옥시농 / 뉴메타 원포터 서폿 채널,270,57,0,0.0,0.0
11862,개죽이,왕청포도,270,24,2,0.007407407407407408,0.08333333333333333
11863,개죽이,요니Yony,270,53,2,0.007407407407407408,0.03773584905660377
11864,개죽이,요들맨,270,34,1,0.003703703703703704,0.029411764705882353
11865,개죽이,요들장전,270,8,1,0.003703703703703704,0.125
11866,개죽이,용주TV,270,35,1,0.003703703703703704,0.02857142857142857
11867,개죽이,우에하라아리,270,63,1,0.003703703703703704,0.015873015873015872
11868,개죽이,우주최강올라프,270,908,10,0.037037037037037035,0.011013215859030838
11869,개죽이,욱쓰맨 Youtube,270,1185,13,0.04814814814814815,0.010970464135021098
11870,개죽이,울부짖는마오카이,270,143,2,0.007407407407407408,0.013986013986013986
11871,개죽이,웅영이 TV,270,194,2,0.007407407407407408,0.010309278350515464
11872,개죽이,웅플,270,51,1,0.003703703703703704,0.0196078431372549
11873,개죽이,워누사,270,177,4,0.014814814814814815,0.022598870056497175
11874,개죽이,워윅의황제,270,9,1,0.003703703703703704,0.1111111111111111
11875,개죽이,원딜러 준비준비,270,20,1,0.003703703703703704,0.05
11876,개죽이,원핸드,270,125,2,0.007407407407407408,0.016
11877,개죽이,위대한석상youtube,270,10,1,0.003703703703703704,0.1
11878,개죽이,위즐링,270,60,2,0.007407407407407408,0.03333333333333333
11879,개죽이,유매드브로,270,62,2,0.007407407407407408,0.03225806451612903
11880,개죽이,유틸서폿유찬이,270,654,11,0.040740740740740744,0.016819571865443424
11881,개죽이,윤귀중,270,90,1,0.003703703703703704,0.011111111111111112
11882,개죽이,율드댕tv,270,267,2,0.007407407407407408,0.00749063670411985
11883,개죽이,으댜다,270,290,7,0.025925925925925925,0.02413793103448276
11884,개죽이,이렐리아만합니다,270,90,1,0.003703703703703704,0.011111111111111112
11885,개죽이,이서니,270,117,3,0.011111111111111112,0.02564102564102564
11886,개죽이,이석현,270,145,0,0.0,0.0
11887,개죽이,이석희,270,723,18,0.06666666666666667,0.024896265560165973
11888,개죽이,이성진TV,270,284,6,0.022222222222222223,0.02112676056338028
11889,개죽이,이야공,270,171,4,0.014814814814814815,0.023391812865497075
11890,개죽이,이해석 - [썩계],270,177,1,0.003703703703703704,0.005649717514124294
11891,개죽이,익산누누,270,31,1,0.003703703703703704,0.03225806451612903
11892,개죽이,인간젤리,270,90,1,0.003703703703703704,0.011111111111111112
11893,개죽이,인섹 유튜브 [inSec tube],270,141,1,0.003703703703703704,0.0070921985815602835
11894,개죽이,재넌Jaenune,270,157,3,0.011111111111111112,0.01910828025477707
11895,개죽이,잭스병자TV,270,39,1,0.003703703703703704,0.02564102564102564
11896,개죽이,전민혁,270,18,0,0.0,0.0
11897,개죽이,정글모데 정글잘해,270,66,2,0.007407407407407408,0.030303030303030304
11898,개죽이,정글선생 진영준,270,37,1,0.003703703703703704,0.02702702702702703
11899,개죽이,정블린,270,205,5,0.018518518518518517,0.024390243902439025
11900,개죽이,정재호입니다,270,17,2,0.007407407407407408,0.11764705882352941
11901,개죽이,정점파이크유튜브,270,60,2,0.007407407407407408,0.03333333333333333
11902,개죽이,정캐재리,270,98,2,0.007407407407407408,0.02040816326530612
11903,개죽이,제로거TV,270,104,1,0.003703703703703704,0.009615384615384616
11904,개죽이,조디악,270,67,2,0.007407407407407408,0.029850746268656716
11905,개죽이,조통닥,270,532,9,0.03333333333333333,0.016917293233082706
11906,개죽이,졸귀탱사이온TV,270,69,3,0.011111111111111112,0.043478260869565216
11907,개죽이,좀비 클레드,270,58,2,0.007407407407407408,0.034482758620689655
11908,개죽이,종 학,270,38,2,0.007407407407407408,0.05263157894736842
11909,개죽이,종이조류,270,98,3,0.011111111111111112,0.030612244897959183
11910,개죽이,종탁이,270,0,0,0.0,
11911,개죽이,죠아,270,275,5,0.018518518518518517,0.01818181818181818
11912,개죽이,주유갓tv,270,238,3,0.011111111111111112,0.012605042016806723
11913,개죽이,주화고대,270,20,1,0.003703703703703704,0.05
11914,개죽이,준말론,270,93,1,0.003703703703703704,0.010752688172043012
11915,개죽이,준밧드,270,0,0,0.0,
11916,개죽이,즈려 Z RYEO,270,50,1,0.003703703703703704,0.02
11917,개죽이,지골몬,270,129,1,0.003703703703703704,0.007751937984496124
11918,개죽이,직이라,270,155,3,0.011111111111111112,0.01935483870967742
11919,개죽이,진그리롤,270,78,4,0.014814814814814815,0.05128205128205128
11920,개죽이,진짜 가렌 Real Garen,270,78,2,0.007407407407407408,0.02564102564102564
11921,개죽이,질리언질리없지,270,16,1,0.003703703703703704,0.0625
11922,개죽이,짜룽,270,16,2,0.007407407407407408,0.125
11923,개죽이,쭌파카,270,129,4,0.014814814814814815,0.031007751937984496
11924,개죽이,찬르Youtube,270,337,6,0.022222222222222223,0.017804154302670624
11925,개죽이,채만준,270,15,1,0.003703703703703704,0.06666666666666667
11926,개죽이,챌린저 미드김홍주,270,58,0,0.0,0.0
11927,개죽이,챌린저 정글블루리쉬,270,707,12,0.044444444444444446,0.016973125884016973
11928,개죽이,천꽃,270,230,6,0.022222222222222223,0.02608695652173913
11929,개죽이,철이럼블,270,33,1,0.003703703703703704,0.030303030303030304
11930,개죽이,첫눈꿈,270,247,3,0.011111111111111112,0.012145748987854251
11931,개죽이,최후의 전사,270,152,2,0.007407407407407408,0.013157894736842105
11932,개죽이,충장,270,55,3,0.011111111111111112,0.05454545454545454
11933,개죽이,카냐TV,270,0,0,0.0,
11934,개죽이,칼픽가렌,270,138,2,0.007407407407407408,0.014492753623188406
11935,개죽이,캐인유튜브,270,61,1,0.003703703703703704,0.01639344262295082
11936,개죽이,캡틴모르가나,270,408,9,0.03333333333333333,0.022058823529411766
11937,개죽이,캡틴피터,270,23,1,0.003703703703703704,0.043478260869565216
11938,개죽이,캬일,270,173,2,0.007407407407407408,0.011560693641618497
11939,개죽이,코크유튜브,270,116,2,0.007407407407407408,0.017241379310344827
11940,개죽이,코태(Kotae),270,120,2,0.007407407407407408,0.016666666666666666
11941,개죽이,콘플,270,355,2,0.007407407407407408,0.005633802816901409
11942,개죽이,콤보용,270,150,3,0.011111111111111112,0.02
11943,개죽이,쿠앙TV LOL유투버,270,685,13,0.04814814814814815,0.01897810218978102
11944,개죽이,퀸블미,270,18,1,0.003703703703703704,0.05555555555555555
11945,개죽이,크림몬TV_CreamMon Kat,270,0,0,0.0,
