,channel_1,channel_2,commenter_1,commenter_2,overlap,ratio_1,ratio_2
0,BEEN trdl,Destiny (데스티니),0,202,0,,0.0
1,BEEN trdl,Elite500,0,60,0,,0.0
2,BEEN trdl,Gyulsical 귤지컬,0,177,0,,0.0
3,BEEN trdl,IVERNMAN,0,7,0,,0.0
4,BEEN trdl,LUMI,0,46,0,,0.0
5,BEEN trdl,MadLife TV,0,46,0,,0.0
6,BEEN trdl,MakNooN 막눈,0,186,0,,0.0
7,BEEN trdl,MolBam몰밤,0,129,0,,0.0
8,BEEN trdl,Official Dopa,0,0,0,,
9,BEEN trdl,Rich,0,1289,0,,0.0
10,BEEN trdl,Rootube 노루,0,247,0,,0.0
11,BEEN trdl,Shen남진,0,130,0,,0.0
12,BEEN trdl,Smiler TY 티와이,0,452,0,,0.0
13,BEEN trdl,TV라간,0,172,0,,0.0
14,BEEN trdl,TV스크래치,0,177,0,,0.0
15,BEEN trdl,TV테디,0,148,0,,0.0
16,BEEN trdl,TV헤이스트,0,179,0,,0.0
17,BEEN trdl,U Han,0,486,0,,0.0
18,BEEN trdl,Wolf,0,0,0,,
19,BEEN trdl,Youtube천루,0,428,0,,0.0
20,BEEN trdl,ZED99 / 율천고 최현우,0,185,0,,0.0
21,BEEN trdl,ZephyrusK,0,376,0,,0.0
22,BEEN trdl,[IGS Soraka Top]일관성 탑소라카,0,70,0,,0.0
23,BEEN trdl,[비굿펄] 경희대 그랜드마스터 정글러,0,42,0,,0.0
24,BEEN trdl,[초원 TV]초보원딜러_Official Chowon,0,7,0,,0.0
25,BEEN trdl,feviknight,0,0,0,,
26,BEEN trdl,ㅇyㅇ,0,249,0,,0.0
27,BEEN trdl,감자명TV,0,524,0,,0.0
28,BEEN trdl,갓키형,0,42,0,,0.0
29,BEEN trdl,강몽키TV,0,174,0,,0.0
30,BEEN trdl,강블린,0,22,0,,0.0
31,BEEN trdl,개구몽,0,95,0,,0.0
32,BEEN trdl,개리형,0,78,0,,0.0
33,BEEN trdl,개빡마,0,1299,0,,0.0
34,BEEN trdl,개인팟,0,116,0,,0.0
35,BEEN trdl,개죽이,0,270,0,,0.0
36,BEEN trdl,갱맘TV,0,192,0,,0.0
37,BEEN trdl,갱승제로,0,0,0,,
38,BEEN trdl,거남TV,0,137,0,,0.0
39,BEEN trdl,견 인TV,0,16,0,,0.0
40,BEEN trdl,견백Gyeon100,0,19,0,,0.0
41,BEEN trdl,견제견제,0,392,0,,0.0
42,BEEN trdl,고뇌 [Gotube],0,92,0,,0.0
43,BEEN trdl,곰 하는 남자,0,804,0,,0.0
44,BEEN trdl,공사현장TV,0,49,0,,0.0
45,BEEN trdl,괴물쥐 유튜브,0,147,0,,0.0
46,BEEN trdl,교율유튜브,0,1205,0,,0.0
47,BEEN trdl,군밤갓,0,172,0,,0.0
48,BEEN trdl,궁튜브GoongTube,0,56,0,,0.0
49,BEEN trdl,귀배,0,107,0,,0.0
50,BEEN trdl,그네샤코,0,225,0,,0.0
51,BEEN trdl,그바,0,2,0,,0.0
52,BEEN trdl,글쟁이개랑,0,0,0,,
53,BEEN trdl,금똥왁왁,0,76,0,,0.0
54,BEEN trdl,금명상,0,427,0,,0.0
55,BEEN trdl,기논,0,1117,0,,0.0
56,BEEN trdl,김데데,0,0,0,,
57,BEEN trdl,김때수,0,645,0,,0.0
58,BEEN trdl,김똘빈,0,0,0,,
59,BEEN trdl,김리븐,0,117,0,,0.0
60,BEEN trdl,김망치 / Upgrade,0,1277,0,,0.0
61,BEEN trdl,김소중,0,143,0,,0.0
62,BEEN trdl,김재혁TV [트린다미어 장인랭킹 1등],0,0,0,,
63,BEEN trdl,까부작GGATUBE,0,83,0,,0.0
64,BEEN trdl,깻잎한장Challenger,0,74,0,,0.0
65,BEEN trdl,꼬르Youtube,0,126,0,,0.0
66,BEEN trdl,꼬수TV,0,2,0,,0.0
67,BEEN trdl,꾸락지,0,17,0,,0.0
68,BEEN trdl,꾸르,0,71,0,,0.0
69,BEEN trdl,꾹시,0,139,0,,0.0
70,BEEN trdl,꿀꺽,0,34,0,,0.0
71,BEEN trdl,꿀탱탱,0,85,0,,0.0
72,BEEN trdl,날콤,0,626,0,,0.0
73,BEEN trdl,"남구미호, 탑세주 장인랭킹1위 영상 강의",0,90,0,,0.0
74,BEEN trdl,남부정 Nam Bu Jeong,0,57,0,,0.0
75,BEEN trdl,노아TV,0,74,0,,0.0
76,BEEN trdl,농림부장관,0,15,0,,0.0
77,BEEN trdl,눈가루TV,0,0,0,,
78,BEEN trdl,눈이내리는동네,0,205,0,,0.0
79,BEEN trdl,다리킹갓성현,0,102,0,,0.0
80,BEEN trdl,단순 DanSoon [ 단검에순보 ],0,152,0,,0.0
81,BEEN trdl,담백한종훈이,0,102,0,,0.0
82,BEEN trdl,대게Youtube,0,144,0,,0.0
83,BEEN trdl,대붕이,0,106,0,,0.0
84,BEEN trdl,더문,0,0,0,,
85,BEEN trdl,덤 모,0,99,0,,0.0
86,BEEN trdl,돌카사,0,49,0,,0.0
87,BEEN trdl,딩거는 세체딩,0,25,0,,0.0
88,BEEN trdl,딩신TV,0,67,0,,0.0
89,BEEN trdl,땅우양,0,54,0,,0.0
90,BEEN trdl,떡호떡,0,471,0,,0.0
91,BEEN trdl,똘킹,0,176,0,,0.0
92,BEEN trdl,똥그랩,0,1162,0,,0.0
93,BEEN trdl,뜨샤,0,148,0,,0.0
94,BEEN trdl,띵띵태TV,0,77,0,,0.0
95,BEEN trdl,람머르기니,0,92,0,,0.0
96,BEEN trdl,럼블장인 강밍고,0,4,0,,0.0
97,BEEN trdl,레고77,0,11,0,,0.0
98,BEEN trdl,레드판다,0,142,0,,0.0
99,BEEN trdl,레오나는레모나,0,58,0,,0.0
100,BEEN trdl,레조트 TV,0,20,0,,0.0
101,BEEN trdl,렝 황,0,196,0,,0.0
102,BEEN trdl,롤노인TV,0,197,0,,0.0
103,BEEN trdl,롤에낀선바,0,8,0,,0.0
104,BEEN trdl,롤장인,0,713,0,,0.0
105,BEEN trdl,롤채널개태구,0,1,0,,0.0
106,BEEN trdl,루크윤,0,36,0,,0.0
107,BEEN trdl,릉빵이 유튜브 [LEUNGTUBE],0,148,0,,0.0
108,BEEN trdl,리그오브레전드 권진현 유튜브,0,0,0,,
109,BEEN trdl,린드 GreenMond,0,455,0,,0.0
110,BEEN trdl,막내현진,0,0,0,,
111,BEEN trdl,맛나는꼬꼬,0,160,0,,0.0
112,BEEN trdl,먹짱켄치TV,0,252,0,,0.0
113,BEEN trdl,명조이,0,8,0,,0.0
114,BEEN trdl,문타 MoonTa,0,131,0,,0.0
115,BEEN trdl,물다이아,0,128,0,,0.0
116,BEEN trdl,미과직msziggs,0,168,0,,0.0
117,BEEN trdl,미니언고립,0,17,0,,0.0
118,BEEN trdl,미스포츈외길인생,0,19,0,,0.0
119,BEEN trdl,미토 유튜브,0,93,0,,0.0
120,BEEN trdl,미포남,0,215,0,,0.0
121,BEEN trdl,민드븐,0,155,0,,0.0
122,BEEN trdl,민식박,0,0,0,,
123,BEEN trdl,바이장인 김빠이,0,295,0,,0.0
124,BEEN trdl,박남희,0,74,0,,0.0
125,BEEN trdl,발__젭,0,124,0,,0.0
126,BEEN trdl,밤송이,0,1181,0,,0.0
127,BEEN trdl,방귀대장 신지드,0,85,0,,0.0
128,BEEN trdl,백크 Baekk,0,14,0,,0.0
129,BEEN trdl,베라스,0,1296,0,,0.0
130,BEEN trdl,베타 Beta,0,93,0,,0.0
131,BEEN trdl,벤타,0,2,0,,0.0
132,BEEN trdl,병찬이구른다,0,387,0,,0.0
133,BEEN trdl,봉추tv,0,359,0,,0.0
134,BEEN trdl,부멘 Bumen,0,32,0,,0.0
135,BEEN trdl,북백남,0,946,0,,0.0
136,BEEN trdl,불남TV,0,24,0,,0.0
137,BEEN trdl,블개,0,105,0,,0.0
138,BEEN trdl,빵재애오,0,912,0,,0.0
139,BEEN trdl,쁘장,0,128,0,,0.0
140,BEEN trdl,사이온원챔,0,9,0,,0.0
141,BEEN trdl,산딕TV,0,17,0,,0.0
142,BEEN trdl,살보YouTube,0,91,0,,0.0
143,BEEN trdl,새루 유튜브/SaeRu YouTube,0,134,0,,0.0
144,BEEN trdl,샌드박스 세레니티[Sandbox Serenity],0,494,0,,0.0
145,BEEN trdl,샤코왕,0,25,0,,0.0
146,BEEN trdl,샤코장인 코시,0,77,0,,0.0
147,BEEN trdl,서준석,0,402,0,,0.0
148,BEEN trdl,서포터 라콩,0,178,0,,0.0
149,BEEN trdl,서포터 성훈[ LoL Sup Youtube ],0,21,0,,0.0
150,BEEN trdl,서포터초아,0,0,0,,
151,BEEN trdl,선마TV,0,93,0,,0.0
152,BEEN trdl,세르델TV,0,56,0,,0.0
153,BEEN trdl,세체뽀,0,120,0,,0.0
154,BEEN trdl,소나선생YouTube,0,293,0,,0.0
155,BEEN trdl,소라튜브SoraTube,0,14,0,,0.0
156,BEEN trdl,소로,0,168,0,,0.0
157,BEEN trdl,소미라,0,272,0,,0.0
158,BEEN trdl,솔다Youtube,0,53,0,,0.0
159,BEEN trdl,송화양 TV,0,148,0,,0.0
160,BEEN trdl,수노공TV,0,20,0,,0.0
161,BEEN trdl,수찬,0,21,0,,0.0
162,BEEN trdl,순규박,0,386,0,,0.0
163,BEEN trdl,쉔붕이,0,136,0,,0.0
164,BEEN trdl,슈퍼갱이 SUPERGANGY //탈리야 장인 랭킹 1위,0,64,0,,0.0
165,BEEN trdl,스간TV,0,23,0,,0.0
166,BEEN trdl,스카너맘,0,645,0,,0.0
167,BEEN trdl,스팔탄- 몰왕검판테온,0,7,0,,0.0
168,BEEN trdl,시간의 숲,0,240,0,,0.0
169,BEEN trdl,시야다,0,275,0,,0.0
170,BEEN trdl,시월챌가 렝가장인,0,83,0,,0.0
171,BEEN trdl,시크릿웨폰,0,0,0,,
172,BEEN trdl,신버니 [뉴메타 서포터채널],0,29,0,,0.0
173,BEEN trdl,신세YouTube,0,70,0,,0.0
174,BEEN trdl,신지드장인 넙적이,0,0,0,,
175,BEEN trdl,신지드한우물,0,88,0,,0.0
176,BEEN trdl,쌀튜브 Thal YouTube,0,5,0,,0.0
177,BEEN trdl,쏘핫트,0,189,0,,0.0
178,BEEN trdl,쓰리컨드,0,54,0,,0.0
179,BEEN trdl,쓸마,0,210,0,,0.0
180,BEEN trdl,씨르멍,0,90,0,,0.0
181,BEEN trdl,아라드,0,131,0,,0.0
182,BEEN trdl,아라미누나,0,138,0,,0.0
183,BEEN trdl,아무무장인 땅꾸넝 league of legends,0,136,0,,0.0
184,BEEN trdl,아무무장인_미노미노,0,54,0,,0.0
185,BEEN trdl,아슬라YouTube,0,32,0,,0.0
186,BEEN trdl,악시,0,8,0,,0.0
187,BEEN trdl,알파카TV,0,211,0,,0.0
188,BEEN trdl,애디,0,629,0,,0.0
189,BEEN trdl,애쉬TV,0,271,0,,0.0
190,BEEN trdl,앰비션 유튜브 [AMTUBE],0,13,0,,0.0
191,BEEN trdl,양여명,0,1330,0,,0.0
192,BEEN trdl,어니우기,0,117,0,,0.0
193,BEEN trdl,엄졸렬,0,340,0,,0.0
194,BEEN trdl,에반스,0,12,0,,0.0
195,BEEN trdl,에프람,0,78,0,,0.0
196,BEEN trdl,엑조Ekzo,0,163,0,,0.0
197,BEEN trdl,엔마유튜브,0,16,0,,0.0
198,BEEN trdl,여왕럭스,0,728,0,,0.0
199,BEEN trdl,여우비,0,152,0,,0.0
200,BEEN trdl,연산동나미TV [서폿만 한우물],0,117,0,,0.0
201,BEEN trdl,오공갓,0,86,0,,0.0
202,BEEN trdl,오대관.Ohdaegwan,0,58,0,,0.0
203,BEEN trdl,오리아나장인박부박,0,81,0,,0.0
204,BEEN trdl,오천만,0,37,0,,0.0
205,BEEN trdl,오피피,0,185,0,,0.0
206,BEEN trdl,옥시농 / 뉴메타 원포터 서폿 채널,0,57,0,,0.0
207,BEEN trdl,왕청포도,0,24,0,,0.0
208,BEEN trdl,요니Yony,0,53,0,,0.0
209,BEEN trdl,요들맨,0,34,0,,0.0
210,BEEN trdl,요들장전,0,8,0,,0.0
211,BEEN trdl,용주TV,0,35,0,,0.0
212,BEEN trdl,우에하라아리,0,63,0,,0.0
213,BEEN trdl,우주최강올라프,0,908,0,,0.0
214,BEEN trdl,욱쓰맨 Youtube,0,1185,0,,0.0
215,BEEN trdl,울부짖는마오카이,0,143,0,,0.0
216,BEEN trdl,웅영이 TV,0,194,0,,0.0
217,BEEN trdl,웅플,0,51,0,,0.0
218,BEEN trdl,워누사,0,177,0,,0.0
219,BEEN trdl,워윅의황제,0,9,0,,0.0
220,BEEN trdl,원딜러 준비준비,0,20,0,,0.0
221,BEEN trdl,원핸드,0,125,0,,0.0
222,BEEN trdl,위대한석상youtube,0,10,0,,0.0
223,BEEN trdl,위즐링,0,60,0,,0.0
224,BEEN trdl,유매드브로,0,62,0,,0.0
225,BEEN trdl,유틸서폿유찬이,0,654,0,,0.0
226,BEEN trdl,윤귀중,0,90,0,,0.0
227,BEEN trdl,율드댕tv,0,267,0,,0.0
228,BEEN trdl,으댜다,0,290,0,,0.0
229,BEEN trdl,이렐리아만합니다,0,90,0,,0.0
230,BEEN trdl,이서니,0,117,0,,0.0
231,BEEN trdl,이석현,0,145,0,,0.0
232,BEEN trdl,이석희,0,723,0,,0.0
233,BEEN trdl,이성진TV,0,284,0,,0.0
234,BEEN trdl,이야공,0,171,0,,0.0
235,BEEN trdl,이해석 - [썩계],0,177,0,,0.0
236,BEEN trdl,익산누누,0,31,0,,0.0
237,BEEN trdl,인간젤리,0,90,0,,0.0
238,BEEN trdl,인섹 유튜브 [inSec tube],0,141,0,,0.0
239,BEEN trdl,재넌Jaenune,0,157,0,,0.0
240,BEEN trdl,잭스병자TV,0,39,0,,0.0
241,BEEN trdl,전민혁,0,18,0,,0.0
242,BEEN trdl,정글모데 정글잘해,0,66,0,,0.0
243,BEEN trdl,정글선생 진영준,0,37,0,,0.0
244,BEEN trdl,정블린,0,205,0,,0.0
245,BEEN trdl,정재호입니다,0,17,0,,0.0
246,BEEN trdl,정점파이크유튜브,0,60,0,,0.0
247,BEEN trdl,정캐재리,0,98,0,,0.0
248,BEEN trdl,제로거TV,0,104,0,,0.0
249,BEEN trdl,조디악,0,67,0,,0.0
250,BEEN trdl,조통닥,0,532,0,,0.0
251,BEEN trdl,졸귀탱사이온TV,0,69,0,,0.0
252,BEEN trdl,좀비 클레드,0,58,0,,0.0
253,BEEN trdl,종 학,0,38,0,,0.0
254,BEEN trdl,종이조류,0,98,0,,0.0
255,BEEN trdl,종탁이,0,0,0,,
256,BEEN trdl,죠아,0,275,0,,0.0
257,BEEN trdl,주유갓tv,0,238,0,,0.0
258,BEEN trdl,주화고대,0,20,0,,0.0
259,BEEN trdl,준말론,0,93,0,,0.0
260,BEEN trdl,준밧드,0,0,0,,
261,BEEN trdl,즈려 Z RYEO,0,50,0,,0.0
262,BEEN trdl,지골몬,0,129,0,,0.0
263,BEEN trdl,직이라,0,155,0,,0.0
264,BEEN trdl,진그리롤,0,78,0,,0.0
265,BEEN trdl,진짜 가렌 Real Garen,0,78,0,,0.0
266,BEEN trdl,질리언질리없지,0,16,0,,0.0
267,BEEN trdl,짜룽,0,16,0,,0.0
268,BEEN trdl,쭌파카,0,129,0,,0.0
269,BEEN trdl,찬르Youtube,0,337,0,,0.0
270,BEEN trdl,채만준,0,15,0,,0.0
271,BEEN trdl,챌린저 미드김홍주,0,58,0,,0.0
272,BEEN trdl,챌린저 정글블루리쉬,0,707,0,,0.0
273,BEEN trdl,천꽃,0,230,0,,0.0
274,BEEN trdl,철이럼블,0,33,0,,0.0
275,BEEN trdl,첫눈꿈,0,247,0,,0.0
276,BEEN trdl,최후의 전사,0,152,0,,0.0
277,BEEN trdl,충장,0,55,0,,0.0
278,BEEN trdl,카냐TV,0,0,0,,
279,BEEN trdl,칼픽가렌,0,138,0,,0.0
280,BEEN trdl,캐인유튜브,0,61,0,,0.0
281,BEEN trdl,캡틴모르가나,0,408,0,,0.0
282,BEEN trdl,캡틴피터,0,23,0,,0.0
283,BEEN trdl,캬일,0,173,0,,0.0
284,BEEN trdl,코크유튜브,0,116,0,,0.0
285,BEEN trdl,코태(Kotae),0,120,0,,0.0
286,BEEN trdl,콘플,0,355,0,,0.0
287,BEEN trdl,콤보용,0,150,0,,0.0
288,BEEN trdl,쿠앙TV LOL유투버,0,685,0,,0.0
289,BEEN trdl,퀸블미,0,18,0,,0.0
290,BEEN trdl,크림몬TV_CreamMon Kat,0,0,0,,
291,BEEN trdl,크캣,0,139,0,,0.0
292,BEEN trdl,클라스 TV,0,109,0,,0.0
293,BEEN trdl,클레드탑신병,0,75,0,,0.0
294,BEEN trdl,클레이clay,0,8,0,,0.0
295,BEEN trdl,클킹,0,624,0,,0.0
296,BEEN trdl,킬폭,0,61,0,,0.0
297,BEEN trdl,탐 신,0,170,0,,0.0
298,BEEN trdl,탑속사,0,61,0,,0.0
299,BEEN trdl,탑솔러 최재우,0,19,0,,0.0
300,BEEN trdl,탑트신 TV,0,0,0,,
301,BEEN trdl,텅숏,0,198,0,,0.0
302,BEEN trdl,텔론,0,2,0,,0.0
303,BEEN trdl,트강준,0,1354,0,,0.0
304,BEEN trdl,트린장로,0,88,0,,0.0
305,BEEN trdl,트페는 런닝왕,0,102,0,,0.0
306,BEEN trdl,트페는 원딜이다,0,28,0,,0.0
307,BEEN trdl,티아모티모 Youtube,0,39,0,,0.0
308,BEEN trdl,파고 Phago,0,12,0,,0.0
309,BEEN trdl,판창인생김판테,0,124,0,,0.0
310,BEEN trdl,팻맨,0,258,0,,0.0
311,BEEN trdl,페이즈킬러,0,6,0,,0.0
312,BEEN trdl,포베,0,139,0,,0.0
313,BEEN trdl,풋온,0,144,0,,0.0
314,BEEN trdl,프라샤,0,562,0,,0.0
315,BEEN trdl,프레이 TV,0,128,0,,0.0
316,BEEN trdl,프로즌케이,0,511,0,,0.0
317,BEEN trdl,프잔나,0,1,0,,0.0
318,BEEN trdl,프제짱,0,24,0,,0.0
319,BEEN trdl,플루토,0,252,0,,0.0
320,BEEN trdl,피넛TV,0,268,0,,0.0
321,BEEN trdl,피닉스박,0,148,0,,0.0
322,BEEN trdl,필이TV,0,303,0,,0.0
323,BEEN trdl,핏빛계약,0,283,0,,0.0
324,BEEN trdl,항심,0,45,0,,0.0
325,BEEN trdl,해강고원딜,0,233,0,,0.0
326,BEEN trdl,해녹YouTube,0,100,0,,0.0
327,BEEN trdl,해물파전TV,0,28,0,,0.0
328,BEEN trdl,현금술,0,279,0,,0.0
329,BEEN trdl,현솔,0,112,0,,0.0
330,BEEN trdl,호진,0,703,0,,0.0
331,BEEN trdl,호희Hohee Kayle,0,209,0,,0.0
332,BEEN trdl,홍르,0,52,0,,0.0
333,BEEN trdl,희성,0,266,0,,0.0
334,BJ변준형,Elite500,37,60,0,0.0,0.0
335,BJ변준형,Gyulsical 귤지컬,37,177,1,0.02702702702702703,0.005649717514124294
336,BJ변준형,IVERNMAN,37,7,1,0.02702702702702703,0.14285714285714285
337,BJ변준형,LUMI,37,46,1,0.02702702702702703,0.021739130434782608
338,BJ변준형,MadLife TV,37,46,1,0.02702702702702703,0.021739130434782608
339,BJ변준형,MakNooN 막눈,37,186,1,0.02702702702702703,0.005376344086021506
340,BJ변준형,MolBam몰밤,37,129,2,0.05405405405405406,0.015503875968992248
341,BJ변준형,Official Dopa,37,0,0,0.0,
342,BJ변준형,Rich,37,1289,2,0.05405405405405406,0.0015515903801396431
343,BJ변준형,Rootube 노루,37,247,3,0.08108108108108109,0.012145748987854251
344,BJ변준형,Shen남진,37,130,1,0.02702702702702703,0.007692307692307693
345,BJ변준형,Smiler TY 티와이,37,452,3,0.08108108108108109,0.00663716814159292
346,BJ변준형,TV라간,37,172,3,0.08108108108108109,0.01744186046511628
347,BJ변준형,TV스크래치,37,177,2,0.05405405405405406,0.011299435028248588
348,BJ변준형,TV테디,37,148,2,0.05405405405405406,0.013513513513513514
349,BJ변준형,TV헤이스트,37,179,2,0.05405405405405406,0.0111731843575419
350,BJ변준형,U Han,37,486,2,0.05405405405405406,0.00411522633744856
351,BJ변준형,Wolf,37,0,0,0.0,
352,BJ변준형,Youtube천루,37,428,3,0.08108108108108109,0.007009345794392523
353,BJ변준형,ZED99 / 율천고 최현우,37,185,2,0.05405405405405406,0.010810810810810811
354,BJ변준형,ZephyrusK,37,376,2,0.05405405405405406,0.005319148936170213
355,BJ변준형,[IGS Soraka Top]일관성 탑소라카,37,70,1,0.02702702702702703,0.014285714285714285
356,BJ변준형,[비굿펄] 경희대 그랜드마스터 정글러,37,42,1,0.02702702702702703,0.023809523809523808
357,BJ변준형,[초원 TV]초보원딜러_Official Chowon,37,7,0,0.0,0.0
358,BJ변준형,feviknight,37,0,0,0.0,
359,BJ변준형,ㅇyㅇ,37,249,2,0.05405405405405406,0.008032128514056224
360,BJ변준형,감자명TV,37,524,2,0.05405405405405406,0.003816793893129771
361,BJ변준형,갓키형,37,42,2,0.05405405405405406,0.047619047619047616
362,BJ변준형,강몽키TV,37,174,2,0.05405405405405406,0.011494252873563218
363,BJ변준형,강블린,37,22,1,0.02702702702702703,0.045454545454545456
364,BJ변준형,개구몽,37,95,1,0.02702702702702703,0.010526315789473684
365,BJ변준형,개리형,37,78,2,0.05405405405405406,0.02564102564102564
366,BJ변준형,개빡마,37,1299,3,0.08108108108108109,0.0023094688221709007
367,BJ변준형,개인팟,37,116,1,0.02702702702702703,0.008620689655172414
368,BJ변준형,개죽이,37,270,2,0.05405405405405406,0.007407407407407408
369,BJ변준형,갱맘TV,37,192,3,0.08108108108108109,0.015625
370,BJ변준형,갱승제로,37,0,0,0.0,
371,BJ변준형,거남TV,37,137,3,0.08108108108108109,0.021897810218978103
372,BJ변준형,견 인TV,37,16,1,0.02702702702702703,0.0625
373,BJ변준형,견백Gyeon100,37,19,1,0.02702702702702703,0.05263157894736842
374,BJ변준형,견제견제,37,392,2,0.05405405405405406,0.00510204081632653
375,BJ변준형,고뇌 [Gotube],37,92,3,0.08108108108108109,0.03260869565217391
376,BJ변준형,곰 하는 남자,37,804,3,0.08108108108108109,0.0037313432835820895
377,BJ변준형,공사현장TV,37,49,1,0.02702702702702703,0.02040816326530612
378,BJ변준형,괴물쥐 유튜브,37,147,2,0.05405405405405406,0.013605442176870748
379,BJ변준형,교율유튜브,37,1205,3,0.08108108108108109,0.0024896265560165973
380,BJ변준형,군밤갓,37,172,1,0.02702702702702703,0.005813953488372093
381,BJ변준형,궁튜브GoongTube,37,56,1,0.02702702702702703,0.017857142857142856
382,BJ변준형,귀배,37,107,1,0.02702702702702703,0.009345794392523364
383,BJ변준형,그네샤코,37,225,2,0.05405405405405406,0.008888888888888889
384,BJ변준형,그바,37,2,1,0.02702702702702703,0.5
385,BJ변준형,글쟁이개랑,37,0,0,0.0,
386,BJ변준형,금똥왁왁,37,76,1,0.02702702702702703,0.013157894736842105
387,BJ변준형,금명상,37,427,3,0.08108108108108109,0.00702576112412178
388,BJ변준형,기논,37,1117,4,0.10810810810810811,0.0035810205908683975
389,BJ변준형,김데데,37,0,0,0.0,
390,BJ변준형,김때수,37,645,3,0.08108108108108109,0.004651162790697674
391,BJ변준형,김똘빈,37,0,0,0.0,
392,BJ변준형,김리븐,37,117,2,0.05405405405405406,0.017094017094017096
393,BJ변준형,김망치 / Upgrade,37,1277,3,0.08108108108108109,0.0023492560689115116
394,BJ변준형,김소중,37,143,2,0.05405405405405406,0.013986013986013986
395,BJ변준형,김재혁TV [트린다미어 장인랭킹 1등],37,0,0,0.0,
396,BJ변준형,까부작GGATUBE,37,83,1,0.02702702702702703,0.012048192771084338
397,BJ변준형,깻잎한장Challenger,37,74,1,0.02702702702702703,0.013513513513513514
398,BJ변준형,꼬르Youtube,37,126,1,0.02702702702702703,0.007936507936507936
399,BJ변준형,꼬수TV,37,2,1,0.02702702702702703,0.5
400,BJ변준형,꾸락지,37,17,1,0.02702702702702703,0.058823529411764705
401,BJ변준형,꾸르,37,71,2,0.05405405405405406,0.028169014084507043
402,BJ변준형,꾹시,37,139,1,0.02702702702702703,0.007194244604316547
403,BJ변준형,꿀꺽,37,34,1,0.02702702702702703,0.029411764705882353
404,BJ변준형,꿀탱탱,37,85,1,0.02702702702702703,0.011764705882352941
405,BJ변준형,날콤,37,626,3,0.08108108108108109,0.004792332268370607
406,BJ변준형,"남구미호, 탑세주 장인랭킹1위 영상 강의",37,90,1,0.02702702702702703,0.011111111111111112
407,BJ변준형,남부정 Nam Bu Jeong,37,57,1,0.02702702702702703,0.017543859649122806
408,BJ변준형,노아TV,37,74,2,0.05405405405405406,0.02702702702702703
409,BJ변준형,농림부장관,37,15,1,0.02702702702702703,0.06666666666666667
410,BJ변준형,눈가루TV,37,0,0,0.0,
411,BJ변준형,눈이내리는동네,37,205,1,0.02702702702702703,0.004878048780487805
412,BJ변준형,다리킹갓성현,37,102,0,0.0,0.0
413,BJ변준형,단순 DanSoon [ 단검에순보 ],37,152,2,0.05405405405405406,0.013157894736842105
414,BJ변준형,담백한종훈이,37,102,2,0.05405405405405406,0.0196078431372549
415,BJ변준형,대게Youtube,37,144,3,0.08108108108108109,0.020833333333333332
416,BJ변준형,대붕이,37,106,2,0.05405405405405406,0.018867924528301886
417,BJ변준형,더문,37,0,0,0.0,
418,BJ변준형,덤 모,37,99,3,0.08108108108108109,0.030303030303030304
419,BJ변준형,돌카사,37,49,0,0.0,0.0
420,BJ변준형,딩거는 세체딩,37,25,1,0.02702702702702703,0.04
421,BJ변준형,딩신TV,37,67,2,0.05405405405405406,0.029850746268656716
422,BJ변준형,땅우양,37,54,0,0.0,0.0
423,BJ변준형,떡호떡,37,471,4,0.10810810810810811,0.008492569002123142
424,BJ변준형,똘킹,37,176,3,0.08108108108108109,0.017045454545454544
425,BJ변준형,똥그랩,37,1162,4,0.10810810810810811,0.0034423407917383822
426,BJ변준형,뜨샤,37,148,2,0.05405405405405406,0.013513513513513514
427,BJ변준형,띵띵태TV,37,77,1,0.02702702702702703,0.012987012987012988
428,BJ변준형,람머르기니,37,92,1,0.02702702702702703,0.010869565217391304
429,BJ변준형,럼블장인 강밍고,37,4,1,0.02702702702702703,0.25
430,BJ변준형,레고77,37,11,1,0.02702702702702703,0.09090909090909091
431,BJ변준형,레드판다,37,142,1,0.02702702702702703,0.007042253521126761
432,BJ변준형,레오나는레모나,37,58,1,0.02702702702702703,0.017241379310344827
433,BJ변준형,레조트 TV,37,20,1,0.02702702702702703,0.05
434,BJ변준형,렝 황,37,196,3,0.08108108108108109,0.015306122448979591
435,BJ변준형,롤노인TV,37,197,1,0.02702702702702703,0.005076142131979695
436,BJ변준형,롤에낀선바,37,8,2,0.05405405405405406,0.25
437,BJ변준형,롤장인,37,713,2,0.05405405405405406,0.002805049088359046
438,BJ변준형,롤채널개태구,37,1,1,0.02702702702702703,1.0
439,BJ변준형,루크윤,37,36,1,0.02702702702702703,0.027777777777777776
440,BJ변준형,릉빵이 유튜브 [LEUNGTUBE],37,148,2,0.05405405405405406,0.013513513513513514
441,BJ변준형,리그오브레전드 권진현 유튜브,37,0,0,0.0,
442,BJ변준형,린드 GreenMond,37,455,3,0.08108108108108109,0.006593406593406593
443,BJ변준형,막내현진,37,0,0,0.0,
444,BJ변준형,맛나는꼬꼬,37,160,1,0.02702702702702703,0.00625
445,BJ변준형,먹짱켄치TV,37,252,2,0.05405405405405406,0.007936507936507936
446,BJ변준형,명조이,37,8,0,0.0,0.0
447,BJ변준형,문타 MoonTa,37,131,2,0.05405405405405406,0.015267175572519083
448,BJ변준형,물다이아,37,128,1,0.02702702702702703,0.0078125
449,BJ변준형,미과직msziggs,37,168,3,0.08108108108108109,0.017857142857142856
