,,,,,,
,,,,,,
세 체 우,Nov 27 2020 9:31 AM,Udyr,"
											Defeat									",1.67:1,"
					Ranked Solo
				","
						Master
											",나는개선할것이다,세 체 우,qweasdqweasdq,zhen de lan ,설아야 사랑해,후픽좀후픽좀후픽,구 몽 일 장,Sama,keair,돌잔치때 종잡음,"
					","
				0
	","
					","
				1
	","
					","
				0
	","
					","
				3
	","
					","
				0
	","
					","
				10
	",17,42907,39,56623,24m 26s
세 체 우,Nov 27 2020 7:26 AM,Udyr,"
											Defeat									",3.14:1,"
					Ranked Solo
				","
						Master
											",빵삥마누,세 체 우,미두갈게요,03 TopKing,둠 헛,98kgame70,넘어져도괜찮아요,UBW 주원,patrickk,BIg Dior,"
					","
				0
	","
					","
				1
	","
					","
				2
	","
					","
				1
	","
					","
				4
	","
					","
				6
	",34,47556,24,48639,24m 5s
세 체 우,Nov 27 2020 6:55 AM,Udyr,"
											Defeat									",0.33:1,"
					Ranked Solo
				","
						Master
											",징징대는바텀,세 체 우,tian hei hei,WpexOvO,Runna 03,One hope,외 도,아카시아꽃이활짝,Alrededores,zi yang Annie,"
					","
				0
	","
					","
				1
	","
					","
				3
	","
					","
				0
	","
					","
				1
	","
					","
				5
	",12,35532,24,43886,21m 11s
세 체 우,Nov 26 2020 11:54 AM,Udyr,"
											Defeat									",1.25:1,"
					Normal
				","
						Master
											",골든독,니가맞아줘,빡 꾸 핵 빡 꾸,지니님의귀여움,세 체 우,햄볶한 기준,IlllIIIlllIli,허남현,이 샨,진상진상진상진상,"
					","
				0
	","
					","
				1
	","
					","
				0
	","
					","
				5
	","
					","
				9
	","
					","
				8
	",39,68115,43,70077,33m 40s
세 체 우,Nov 26 2020 11:10 AM,Udyr,"
											Victory									",7.00:1,"
					Normal
				","
						Master
											",맥심은 역시 커피,청순가련헬창,IlllIIIlllIli,지니님의귀여움,세 체 우,Dr Wayne W Dyer,하트민동이만머겅,냐냐냐냐냥냥,여왕님 전용 물건,유미여왕님,"
					","
				0
	","
					","
				0
	","
					","
				1
	","
					","
				0
	","
					","
				2
	","
					","
				0
	",16,26598,8,18501,11m 53s
세 체 우,Nov 26 2020 10:28 AM,Udyr,"
											Victory									",19.00:1,"
					Normal
				","
						Master
											",오른이 됐규남,세 체 우,캬르르륵,지니님의귀여움,            D5B2,DB Nine,타르탈리아,탑 들어가요,팥지짱,도란검방진데,"
					","
				0
	","
					","
				0
	","
					","
				1
	","
					","
				0
	","
					","
				1
	","
					","
				0
	",29,34191,12,22981,15m 12s
세 체 우,Nov 26 2020 10:09 AM,Udyr,"
											Victory									",Perfect,"
					Normal
				","
						Master
											",캬르르륵,세 체 우,오른이 됐규남,지니님의귀여움,            D5B2,마 태 갓,니도끼내도끼,보통 놈,이건진정글필패,헌신과 봉사,"
					","
				0
	","
					","
				0
	","
					","
				2
	","
					","
				0
	","
					","
				1
	","
					","
				0
	",15,27771,5,21308,15m 43s
세 체 우,Nov 26 2020 9:46 AM,Udyr,"
											Defeat									",1.73:1,"
					Normal
				","
						Master
											",난 항상 가해자,지니님의귀여움,불사조야저거사조,세 체 우,경희직각미남,킹텀잘못은원딜러,롤을이기는방법,AD Carry Zed,허리잘돌리는여자,많이 사리는 사람,"
					","
				1
	","
					","
				1
	","
					","
				2
	","
					","
				1
	","
					","
				6
	","
					","
				7
	",44,61634,42,64492,30m 41s
세 체 우,Nov 26 2020 6:50 AM,Udyr,"
											Defeat									",1.40:1,"
					Ranked Solo
				","
						Master
											",Humble 1ove,세 체 우,UBW 주원,원딜프로지망생,부케입니돠,qkrtjdals123,Another1,Fcbksf,오하헤이헤,Let me sup,"
					","
				0
	","
					","
				0
	","
					","
				1
	","
					","
				2
	","
					","
				1
	","
					","
				8
	",19,38744,38,50587,21m 35s
세 체 우,Nov 25 2020 5:48 AM,Udyr,"
											Victory									",2.67:1,"
					Ranked Solo
				","
						Master
											",Loneliest Girl,세 체 우,Violet Aurora,맴맴2,Cockroach bullie,One hope,다있멋,vann toan 09,HUYATV Pygmalion,성규좌,"
					","
				1
	","
					","
				0
	","
					","
				3
	","
					","
				1
	","
					","
				8
	","
					","
				1
	",37,55573,27,46102,24m 23s
세 체 우,Nov 24 2020 3:57 AM,Udyr,"
											Victory									",2.71:1,"
					Flex 5:5 Rank
				","
						Gold 1
											",쪼꼬맹이 우유,세 체 우,복숭아맛 Jelly,딜교의 신,MVP 서포트,황금 JELLY,영원히함께하는길,오른쪽하늘,화나도행복하게,마법사마귀,"
					","
				0
	","
					","
				0
	","
					","
				3
	","
					","
				0
	","
					","
				5
	","
					","
				0
	",31,44210,20,34615,19m 20s
세 체 우,Nov 24 2020 3:31 AM,Udyr,"
											Defeat									",2.00:1,"
					Flex 5:5 Rank
				","
						Gold 1
											",쪼꼬맹이 우유,세 체 우,복숭아맛 Jelly,딜교의 신,MVP 서포트,영솔이소원,EZreaL KOR,crOss MidLiner,scxxx,세귀뽀,"
					","
				0
	","
					","
				2
	","
					","
				2
	","
					","
				3
	","
					","
				1
	","
					","
				9
	",29,59664,40,71695,34m 28s
